Name,Position,Team,Passing_Yards,Rushing_Yards,Receiving_Yards,Passing_TDs,Rushing_TDs,Receiving_TD,FG_Made,FG_Missed,Extra_Points_Made,Interceptions_Thrown,Fumbles_Lost,Interceptions,Forced_Fumbles,Sacks,Blocked_Kicks,Blocked_Punts,Safeties,Kickoff_Return_TD,Punt_Return_TD,Defensive_TD,Rank,URL
J.Richards,SS,NE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114,
S.Gilmore,CB,NE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
D.Wise,DEF,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,114,
T.Kelce,TE,KC,0,4,144,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,
A.Bailey,DE,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,114,
M.Peters,CB,KC,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
E.Gaines,CB,BUF,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
M.Hyde,SS,BUF,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
L.Alexander,LB,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,114,
T.White,DEF,BUF,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
S.Lawson,DE,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,114,
J.Hughes,DE,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,114,
R.Anderson,WR,NYJ,0,0,145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,
J.Burris,CB,NYJ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
W.Young,OLB,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,114,
A.Hicks,DE,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,114,
A.Hooper,TE,ATL,0,0,144,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,
B.Reed,DE,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,114,
A.Clayborn,DE,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,114,
D.Trufant,CB,ATL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
C.Smith,DE,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,114,
N.Vigil,ILB,CIN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
E.Weddle,DB,BAL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
C.Mosley,ILB,BAL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
J.Smith,CB,BAL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
D.Kindred,FS,CLE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
J.Collins,OLB,CLE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114,
C.Kirksey,ILB,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,114,
J.James,TE,PIT,0,0,87,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,
J.Hargrave,DT,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,114,
W.Gay,CB,PIT,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114,
J.Wilcox,FS,PIT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
M.Jones,WR,DET,0,0,88,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,
T.Whitehead,OLB,DET,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
T.Wilson,DB,DET,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
A.Zettel,DT,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,114,
M.Killebrew,SS,DET,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
A.Robinson,DT,DET,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114,
J.Bethel,CB,ARI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
T.Mathieu,FS,ARI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
A.Hal,FS,HOU,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114,
J.Clowney,OLB,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,114,
B.McKinney,ILB,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,114,
J.Ramsey,CB,JAX,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
M.Jackson,DT,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,114,
T.Gipson,DB,JAX,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
L.McCray,LB,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,114,
T.Smith,OLB,JAX,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
A.Bouye,CB,JAX,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
D.Searcy,SS,TEN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
D.Morgan,OLB,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,114,
J.Richard,RB,OAK,0,84,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,
C.James,OLB,OAK,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114,
M.Edwards,DE,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,114,
K.Mack,DE,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,114,
M.Foster,ILB,WAS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
J.Mills,FS,PHI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
T.Jernigan,DE,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,114,
P.Robinson,DB,PHI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
L.Joyner,CB,LA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
R.Quinn,DE,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,114,
M.Longacre,DE,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,114,
M.Fox,DEF,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,114,
C.Littleton,OLB,LA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114,
D.Butler,CB,IND,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114,
J.Simon,OLB,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,114,
C.Matthews,ILB,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,114,
N.Perry,OLB,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,114,
N.Jones,DEF,SEA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
B.Wagner,MLB,SEA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
F.Clark,DE,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,114,
R.Robinson,CB,SF,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114,
J.Tartt,SS,SF,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
D.Buckner,DE,SF,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114,
M.Addison,DE,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,114,
J.Smith,DEF,DAL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114,
A.Brown,CB,DAL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
M.Collins,DT,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,114,
L.Collins,FS,NYG,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114,
O.Vernon,DE,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,114,
H.Smith,FS,MIN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
A.Sendejo,SS,MIN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
T.Waynes,CB,MIN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
T.Ginn,WR,NO,0,20,121,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,
K.Vaccaro,SS,NO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
A.Klein,MLB,NO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114,
M.Williams,DEF,NO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
P.Williams,CB,NO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
C.Jordan,DE,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,114,
B.Fowler,WR,DEN,0,0,84,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,
B.Roby,FS,DEN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
C.Harris,CB,DEN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
A.Talib,CB,DEN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
J.Bosa,DE,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,114,
A.Phillips,CB,LAC,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
K.Toomer,ILB,LAC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114,
L.Sims,CB,TEN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114,
C.Riley,CB,TEN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
R.Douglas,DEF,PHI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
H.Kikaha,OLB,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,114,
D.Harmon,FS,NE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
K.Alexander,MLB,TB,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
R.McClain,DB,TB,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
N.Suh,DT,MIA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114,
B.Maxwell,DB,MIA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114,
J.Lewis,DEF,DAL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
M.Nicholson,DEF,WAS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114,
J.Jones,DEF,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,114,
G.Bernard,RB,CIN,0,77,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,
M.Bryant,WR,PIT,0,7,135,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,
B.Butler,WR,DAL,0,0,138,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,
E.Engram,WR,NYG,0,0,138,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,
J.White,RB,NE,0,66,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,
T.Gabriel,WR,ATL,0,7,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,
J.Cook,TE,OAK,0,0,124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,
C.Kupp,WR,LA,0,0,126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,
A.Kamara,RB,NO,0,58,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,
J.Charles,RB,DEN,0,142,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,126,
D.Jackson,WR,TB,0,0,123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,
D.Njoku,WR,CLE,0,0,59,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,
J.Smith,WR,TEN,0,0,54,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,
Ja.Brown,WR,ARI,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,
A.Cooper,WR,OAK,0,0,101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,
R.Grant,WR,WAS,0,0,103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,
R.Woods,WR,LA,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,
B.Watson,TE,BAL,0,0,103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,
M.Tolbert,FB,BUF,0,88,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,
J.Matthews,WR,BUF,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,
J.Mixon,RB,CIN,0,107,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,
I.Crowell,RB,CLE,0,114,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,
T.Riddick,RB,DET,0,19,82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,
R.Cobb,WR,GB,0,10,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,
D.Amendola,WR,NE,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,
A.Holmes,WR,BUF,0,0,25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,
M.Forte,RB,NYJ,0,94,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,
B.Powell,RB,NYJ,0,72,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,
D.Thompson,WR,CHI,0,0,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,
M.Lee,WR,JAX,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,
D.Funchess,WR,CAR,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,
J.Rodgers,RB,TB,0,82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,
J.Ajayi,RB,MIA,0,138,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,
K.Stills,WR,MIA,0,0,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,
G.Allison,WR,GB,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,
A.Wilson,WR,KC,0,0,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,
S.DeValve,TE,CLE,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,
A.Ellington,RB,ARI,0,33,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,
C.Ivory,RB,JAX,0,76,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,
C.Patterson,WR,OAK,0,67,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,
G.Everett,WR,LA,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,
L.Kendricks,TE,GB,0,0,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,
T.Williams,WR,DAL,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,
K.Rudolph,TE,MIN,0,0,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,
V.Green,TE,DEN,0,0,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,
V.Davis,TE,WAS,0,0,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,
L.Willson,TE,SEA,0,0,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,
C.Coleman,WR,CLE,0,0,62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,
K.Britt,WR,CLE,0,0,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,
E.Ebron,TE,DET,0,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,
D.Foreman,RB,HOU,0,69,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,
T.Smith,WR,PHI,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,
S.Vereen,RB,NYG,0,33,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,
Ty.Williams,WR,LAC,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,
R.Griffin,TE,HOU,0,0,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,
R.Burkhead,RB,NE,0,18,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,
J.Smith-Schuster,WR,PIT,0,0,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,
T.Pryor,WR,WAS,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,
D.Sproles,RB,PHI,0,61,73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,180,
M.Mack,RB,IND,0,21,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,
J.Doyle,TE,IND,0,0,136,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,180,
D.Moncrief,WR,IND,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,
K.Benjamin,WR,CAR,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,
R.Shepard,WR,CAR,0,0,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,
A.Gates,TE,LAC,0,0,58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,
C.Brate,TE,TB,0,0,57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,
J.Landry,WR,MIA,0,-7,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,
J.Doctson,WR,WAS,0,0,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,
K.Wright,WR,CHI,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,
R.Kelley,RB,WAS,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,
M.Bennett,TE,GB,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,
C.Prosise,RB,SEA,0,20,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,
T.Lockett,WR,SEA,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,
M.Goodwin,WR,SF,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,
T.Taylor,WR,SF,0,0,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,
A.Collins,RB,BAL,0,124,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,191,
R.Higgins,WR,CLE,0,4,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,
B.Ellington,WR,HOU,0,-1,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,
C.West,RB,KC,0,20,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,
C.Conley,WR,KC,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,
Z.Miller,TE,CHI,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,
T.Jones,WR,DET,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,
E.Decker,WR,TEN,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,
B.Marshall,WR,NYG,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,
J.Wright,WR,MIN,0,0,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,
C.Grant,RB,JAX,0,88,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,
S.Perine,RB,WAS,0,116,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,201,
B.Logan,NT,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
E.Yarbrough,DEF,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
K.Williams,DT,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
D.Davis,LB,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,204,
D.Lee,OLB,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
J.Martin,LB,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,204,
Ja.Adams,DEF,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
E.Goldman,NT,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
T.McKinley,DEF,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
B.Poole,DB,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
D.Campbell,OLB,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
M.Johnson,DE,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
D.Dennard,CB,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
C.Dunlap,DE,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
M.Pierce,DT,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
T.Jefferson,SS,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
Z.Smith,LB,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
E.Ogbah,LB,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
J.Schobert,OLB,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,204,
C.Nassib,DE,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
J.Haden,CB,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
C.Heyward,DE,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
V.Williams,ILB,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
J.Davis,DEF,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
J.Valoaga,DEF,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
J.Mauro,NT,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
J.Bynes,OLB,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
A.Jones,DT,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,204,
M.Jack,OLB,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
E.Walden,OLB,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
W.Woodyard,ILB,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
D.Autry,DE,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,204,
J.Ellis,DT,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,204,
M.Ioannidis,DEF,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
J.Allen,DEF,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
C.Long,DE,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
M.Kendricks,ILB,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
A.Ogletree,OLB,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
C.Barwin,OLB,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
E.Westbrooks,DT,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
N.Hairston,DEF,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
A.Woods,NT,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
M.Hunt,DE,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
B.Martinez,ILB,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
A.Brooks,OLB,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
T.Garvin,LB,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
C.Avril,DE,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
D.Bass,OLB,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,
